Host Since;Host Response Rate;Is Superhost;neighbourhood;Neighborhood Group;Latitude;Longitude;Is Exact Location;Accomodates;Bathrooms;Bedrooms;Beds;Guests Included;Min Nights;Reviews;Overall Rating;Accuracy Rating;Cleanliness Rating;Checkin Rating;Communication Rating;Location Rating;Value Rating;Instant Bookable;Price;Host Response Time_a few days or more;Host Response Time_unknown;Host Response Time_within a day;Host Response Time_within a few hours;Host Response Time_within an hour;Property Type_Apartment;Property Type_Bed and breakfast;Property Type_Boat;Property Type_Boutique hotel;Property Type_Bungalow;Property Type_Condominium;Property Type_Guest suite;Property Type_Guesthouse;Property Type_Hostel;Property Type_Hotel;Property Type_House;Property Type_Loft;Property Type_Other;Property Type_Serviced apartment;Property Type_Townhouse;Room Type_Entire home/apt;Room Type_Private room;Room Type_Shared room
1435;;0.0;Mitte;Mitte;52.52546999999999;13.41999;0.0;2.0;1.0;0.0;1.0;1.0;3.0;3;80.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;55.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1392;;0.0;Baumschulenweg;Treptow - KÃ¶penick;52.46972;13.48471;0.0;2.0;1.0;1.0;1.0;1.0;2.0;0;;;;;;;;0.0;40.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
2777;100.0;1.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49206;13.44762;1.0;6.0;2.0;2.0;4.0;3.0;1.0;57;95.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;295.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1086;;0.0;Prenzlauer Berg;Pankow;52.53974;13.422579999999998;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;49.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2103;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.4686;13.438529999999998;0.0;2.0;1.0;1.0;1.0;2.0;5.0;5;93.0;10.0;10.0;9.0;10.0;10.0;10.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2025;;1.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51605999999999;13.46785;1.0;1.0;1.5;1.0;1.0;1.0;3.0;53;98.0;10.0;8.0;10.0;10.0;10.0;10.0;1.0;37.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
855;70.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.46726999999999;13.42649;0.0;2.0;1.0;0.0;1.0;1.0;2.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;69.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1112;100.0;1.0;Prenzlauer Berg;Pankow;52.53209;13.42585;1.0;1.0;1.0;1.0;1.0;1.0;1.0;138;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;20.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2156;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.48996999999999;13.420370000000002;0.0;2.0;1.0;1.0;1.0;1.0;4.0;6;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1582;;0.0;Prenzlauer Berg;Pankow;52.54288;13.42245;0.0;3.0;1.0;2.0;1.0;1.0;5.0;0;;;;;;;;0.0;63.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1393;100.0;1.0;Friedrichshain;Friedrichshain-Kreuzberg;52.50827;13.45332;1.0;3.0;1.0;1.0;2.0;2.0;1.0;194;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;30.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1531;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51099;13.43985;0.0;2.0;1.0;0.0;2.0;1.0;3.0;0;;;;;;;;0.0;39.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2134;80.0;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51423000000001;13.466;0.0;3.0;1.0;1.0;2.0;2.0;61.0;6;90.0;9.0;10.0;10.0;10.0;10.0;10.0;0.0;50.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1784;;0.0;Wedding;Mitte;52.55528000000001;13.376270000000002;0.0;2.0;1.0;1.0;1.0;1.0;3.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;63.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
712;100.0;1.0;Prenzlauer Berg;Pankow;52.5323;13.402;1.0;2.0;1.5;1.0;1.0;1.0;3.0;17;97.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;53.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1215;100.0;0.0;Prenzlauer Berg;Pankow;52.53321999999999;13.436170000000002;0.0;2.0;1.0;1.0;1.0;1.0;7.0;17;93.0;9.0;9.0;10.0;10.0;10.0;9.0;0.0;68.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
1516;;0.0;Mitte;Mitte;52.52678000000001;13.40905;0.0;2.0;1.0;1.0;1.0;1.0;4.0;5;83.0;9.0;8.0;10.0;10.0;10.0;9.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
339;100.0;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.505280000000006;13.46971;0.0;6.0;1.0;2.0;5.0;4.0;1.0;46;86.0;10.0;9.0;10.0;9.0;9.0;9.0;0.0;69.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
1352;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47045;13.445329999999998;0.0;2.0;1.0;1.0;1.0;1.0;25.0;8;97.0;10.0;8.0;10.0;10.0;9.0;10.0;0.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2520;100.0;1.0;SchÃ¶neberg;Tempelhof - SchÃ¶neberg;52.49696;13.35282;1.0;1.0;1.5;1.0;1.0;1.0;3.0;20;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;29.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2080;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.50952;13.47137;0.0;4.0;1.0;0.0;2.0;1.0;2.0;8;85.0;9.0;8.0;10.0;10.0;9.0;8.0;0.0;65.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1965;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49354;13.4133;0.0;2.0;1.5;1.0;1.0;1.0;2.0;19;95.0;9.0;10.0;9.0;10.0;9.0;9.0;0.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2759;100.0;1.0;Mitte;Mitte;52.53531999999999;13.391679999999996;1.0;4.0;1.0;1.0;4.0;4.0;3.0;221;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;75.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2138;100.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.4805;13.4452;0.0;9.0;1.0;3.0;3.0;1.0;6.0;14;97.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;169.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
19;100.0;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.52290999999999;13.43978;0.0;2.0;1.0;1.0;1.0;1.0;3.0;0;;;;;;;;0.0;50.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
844;90.0;0.0;Wilmersdorf;Charlottenburg-Wilm.;52.49695;13.32617;0.0;4.0;1.0;1.0;2.0;2.0;3.0;30;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;95.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
847;100.0;1.0;Halensee;Charlottenburg-Wilm.;52.4966;13.293120000000002;1.0;3.0;1.0;1.0;1.0;2.0;2.0;17;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;60.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2362;90.0;1.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51999000000001;13.42631;1.0;3.0;1.0;1.0;2.0;1.0;2.0;17;98.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;80.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1275;100.0;0.0;Prenzlauer Berg;Pankow;52.53451999999999;13.42012;0.0;2.0;1.0;1.0;1.0;1.0;2.0;63;85.0;9.0;8.0;9.0;9.0;9.0;9.0;0.0;45.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1985;;0.0;Charlottenburg;Charlottenburg-Wilm.;52.50482;13.295929999999998;0.0;5.0;1.0;3.0;4.0;3.0;7.0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;0.0;100.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1674;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50258000000001;13.437829999999998;0.0;4.0;1.5;2.0;3.0;1.0;2.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;105.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1440;100.0;0.0;Moabit;Mitte;52.52877;13.3342;0.0;4.0;1.0;2.0;2.0;2.0;4.0;18;94.0;10.0;9.0;10.0;10.0;9.0;8.0;0.0;170.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1262;100.0;1.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50175;13.41687;1.0;4.0;1.0;2.0;2.0;2.0;2.0;30;95.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;75.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
2743;100.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47821999999999;13.43801;0.0;2.0;1.0;1.0;1.0;1.0;2.0;2;100.0;10.0;10.0;10.0;9.0;10.0;10.0;0.0;29.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1350;;0.0;Alt-Treptow;Treptow - KÃ¶penick;52.490840000000006;13.45026;0.0;2.0;1.0;1.0;2.0;1.0;20.0;0;;;;;;;;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1045;100.0;1.0;Moabit;Mitte;52.52405999999999;13.34922;1.0;4.0;1.0;1.0;1.0;2.0;2.0;79;94.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;229.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
919;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.46946;13.43956;0.0;2.0;1.0;1.0;1.0;1.0;6.0;1;;;;;;;;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1416;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.4986;13.44515;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;21.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2249;;0.0;Moabit;Mitte;52.53231;13.33104;0.0;4.0;1.0;1.0;1.0;2.0;5.0;7;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;100.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
678;100.0;1.0;Prenzlauer Berg;Pankow;52.53425;13.42233;1.0;2.0;1.0;0.0;1.0;2.0;2.0;3;100.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;59.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
781;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50305;13.413220000000004;0.0;2.0;1.0;1.0;1.0;1.0;5.0;13;93.0;10.0;9.0;10.0;10.0;9.0;10.0;0.0;33.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1246;;0.0;Prenzlauer Berg;Pankow;52.535140000000006;13.40352;0.0;2.0;1.0;1.0;1.0;2.0;2.0;23;93.0;10.0;8.0;10.0;9.0;10.0;10.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1788;;0.0;SchÃ¶neberg;Tempelhof - SchÃ¶neberg;52.503440000000005;13.35357;0.0;3.0;1.0;2.0;1.0;1.0;3.0;0;;;;;;;;0.0;89.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2416;94.0;0.0;WeiÃensee;Pankow;52.54693000000001;13.45741;0.0;4.0;1.0;1.0;1.0;1.0;4.0;1;90.0;9.0;10.0;10.0;10.0;9.0;8.0;0.0;74.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
820;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.5122;13.46451;0.0;2.0;1.0;1.0;1.0;1.0;3.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
710;100.0;1.0;Kreuzberg;Friedrichshain-Kreuzberg;52.48669;13.39572;1.0;2.0;1.0;0.0;1.0;1.0;2.0;42;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;60.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1782;;0.0;Prenzlauer Berg;Pankow;52.53625;13.40514;0.0;2.0;2.0;1.0;1.0;1.0;3.0;9;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;30.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1472;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.4976;13.383770000000002;0.0;2.0;1.0;1.0;1.0;1.0;5.0;13;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;33.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2830;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.48625;13.38525;0.0;3.0;1.5;2.0;2.0;1.0;3.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
289;100.0;1.0;Mitte;Mitte;52.52416;13.40056;1.0;6.0;2.0;3.0;6.0;4.0;5.0;9;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;257.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
346;;0.0;Wedding;Mitte;52.54941;13.34544;0.0;2.0;1.0;1.0;1.0;1.0;1.0;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;30.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1445;70.0;0.0;Mitte;Mitte;52.5199;13.41697;0.0;3.0;1.0;1.0;1.0;2.0;2.0;3;100.0;10.0;9.0;10.0;10.0;9.0;9.0;0.0;45.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
67;99.0;0.0;Prenzlauer Berg;Pankow;52.54802;13.40474;0.0;2.0;1.0;0.0;1.0;1.0;2.0;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;55.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1361;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47115;13.447920000000002;0.0;2.0;1.0;1.0;1.0;1.0;1.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1016;60.0;0.0;Mitte;Mitte;52.52661;13.40345;0.0;2.0;1.0;1.0;3.0;1.0;10.0;0;;;;;;;;0.0;75.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
153;67.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47616;13.42043;0.0;2.0;1.0;1.0;2.0;1.0;3.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;58.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1274;100.0;0.0;Lichtenberg;Lichtenberg;52.51308;13.49879;0.0;2.0;1.0;1.0;1.0;1.0;2.0;2;90.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;25.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1317;;0.0;Charlottenburg;Charlottenburg-Wilm.;52.51781;13.29039;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1;80.0;8.0;6.0;6.0;8.0;6.0;8.0;0.0;32.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1539;88.0;0.0;Charlottenburg;Charlottenburg-Wilm.;52.50009;13.30265;0.0;4.0;1.0;1.0;2.0;1.0;1.0;62;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;195.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
820;90.0;0.0;Lichterfelde;Steglitz - Zehlendorf;52.42818;13.3152;0.0;3.0;1.0;1.0;2.0;2.0;3.0;30;94.0;9.0;9.0;9.0;9.0;9.0;9.0;0.0;63.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2426;100.0;0.0;Prenzlauer Berg;Pankow;52.54635999999999;13.42208;0.0;3.0;1.0;1.0;2.0;1.0;90.0;3;100.0;9.0;9.0;10.0;10.0;10.0;10.0;0.0;51.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2256;;0.0;Prenzlauer Berg;Pankow;52.54786999999999;13.399629999999998;0.0;2.0;1.5;2.0;2.0;1.0;5.0;0;;;;;;;;0.0;69.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1425;100.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.4735;13.423320000000002;0.0;2.0;1.0;1.0;1.0;1.0;2.0;82;95.0;10.0;9.0;10.0;10.0;9.0;10.0;0.0;95.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1385;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.48276;13.42954;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1;100.0;8.0;10.0;10.0;10.0;10.0;10.0;0.0;48.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1185;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.48799;13.42605;0.0;2.0;1.0;1.0;1.0;2.0;5.0;37;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;47.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
862;;0.0;Reinickendorf;Reinickendorf;52.56226;13.37297;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;45.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1389;100.0;1.0;Kreuzberg;Friedrichshain-Kreuzberg;52.48943000000001;13.39167;1.0;2.0;1.0;1.0;1.0;1.0;3.0;170;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;50.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1884;80.0;0.0;Tempelhof;Tempelhof - SchÃ¶neberg;52.46751999999999;13.37047;0.0;2.0;1.0;1.0;1.0;2.0;1.0;248;96.0;10.0;9.0;10.0;10.0;9.0;9.0;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1571;100.0;0.0;SchÃ¶neberg;Tempelhof - SchÃ¶neberg;52.48781999999999;13.35889;0.0;2.0;2.0;1.0;1.0;1.0;2.0;3;87.0;9.0;8.0;8.0;10.0;10.0;9.0;0.0;45.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1634;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.49951999999999;13.46396;0.0;2.0;1.0;1.0;1.0;1.0;1.0;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;30.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2728;100.0;0.0;Mitte;Mitte;52.52996;13.395029999999998;0.0;3.0;1.0;1.0;2.0;2.0;62.0;14;94.0;10.0;9.0;9.0;9.0;10.0;9.0;0.0;74.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3237;100.0;1.0;NeukÃ¶lln;NeukÃ¶lln;52.4793;13.44837;1.0;12.0;3.0;5.0;8.0;8.0;1.0;265;96.0;10.0;9.0;10.0;10.0;9.0;9.0;1.0;360.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
612;;0.0;Wedding;Mitte;52.55728000000001;13.35887;0.0;2.0;1.0;1.0;1.0;1.0;3.0;2;83.0;10.0;6.0;10.0;10.0;8.0;10.0;0.0;20.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
911;;0.0;Mitte;Mitte;52.53171999999999;13.407520000000002;0.0;2.0;1.0;0.0;1.0;2.0;1.0;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;79.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2255;60.0;0.0;Lichtenberg;Lichtenberg;52.5172;13.47814;0.0;3.0;1.0;1.0;3.0;2.0;2.0;101;95.0;10.0;10.0;9.0;9.0;8.0;9.0;0.0;70.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
1871;100.0;0.0;Marzahn;Marzahn - Hellersdorf;52.51908;13.52514;0.0;4.0;1.0;2.0;4.0;2.0;1.0;9;81.0;9.0;10.0;9.0;9.0;7.0;7.0;0.0;50.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
1260;;0.0;Wedding;Mitte;52.5497;13.33853;0.0;5.0;2.0;2.0;4.0;1.0;5.0;0;;;;;;;;0.0;96.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2090;100.0;0.0;Mitte;Mitte;52.51711;13.4246;0.0;6.0;1.0;1.0;6.0;1.0;1.0;56;92.0;10.0;9.0;10.0;9.0;9.0;9.0;0.0;29.0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2436;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47153000000001;13.44549;0.0;2.0;1.0;1.0;1.0;2.0;3.0;11;93.0;10.0;9.0;8.0;9.0;8.0;9.0;0.0;95.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
1011;100.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47232;13.44588;0.0;1.0;1.0;1.0;1.0;1.0;1.0;5;100.0;10.0;8.0;10.0;10.0;9.0;10.0;0.0;20.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2176;100.0;0.0;Wedding;Mitte;52.555040000000005;13.38145;0.0;4.0;1.0;1.0;2.0;2.0;2.0;89;96.0;10.0;10.0;10.0;9.0;9.0;10.0;0.0;70.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2299;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.499;13.446979999999998;0.0;2.0;1.0;1.0;2.0;1.0;5.0;8;93.0;9.0;9.0;9.0;9.0;9.0;9.0;0.0;23.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2006;100.0;1.0;NeukÃ¶lln;NeukÃ¶lln;52.48137;13.43912;1.0;1.0;1.0;1.0;1.0;1.0;3.0;113;99.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;32.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1744;100.0;0.0;Mitte;Mitte;52.52178000000001;13.39369;0.0;2.0;1.0;1.0;1.0;1.0;7.0;24;92.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;49.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1828;;0.0;;Treptow - KÃ¶penick;52.42872;13.64179;0.0;2.0;1.0;1.0;1.0;1.0;2.0;1;20.0;10.0;10.0;10.0;10.0;8.0;10.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3183;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49964;13.437220000000002;0.0;2.0;1.0;1.0;1.0;1.0;3.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1179;0.0;0.0;Zehlendorf;Steglitz - Zehlendorf;52.43896999999999;13.27375;0.0;2.0;1.0;1.0;1.0;1.0;14.0;3;93.0;8.0;8.0;9.0;10.0;7.0;7.0;0.0;35.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1393;;0.0;Reinickendorf;Reinickendorf;52.56355;13.31326;0.0;2.0;1.0;1.0;1.0;1.0;1.0;2;90.0;7.0;8.0;9.0;9.0;9.0;9.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1959;83.0;0.0;Wedding;Mitte;52.55367;13.38894;0.0;1.0;1.0;1.0;1.0;1.0;3.0;8;95.0;10.0;10.0;10.0;10.0;8.0;10.0;0.0;60.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
903;;0.0;Charlottenburg;Charlottenburg-Wilm.;52.51734;13.281079999999998;0.0;2.0;1.5;1.0;2.0;1.0;1.0;0;;;;;;;;0.0;35.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
209;90.0;0.0;Mitte;Mitte;52.52506999999999;13.38919;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;200.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
